name,acronym,created_at,updated_at,invalid,dataset,reviewed,id,biography,canonical
City of Georgetown,TX,2015-01-16T18:42:07.163388,2015-01-16T18:42:07.163399,False,tx-lobbying-interests,False,39000,"113 E. 8th Street Georgetown, TX 78626",
City of Bowie,TX,2015-01-16T18:42:07.130405,2015-01-16T18:42:07.130417,False,tx-lobbying-interests,False,38999,"304 Lindsey Street Bowie, TX 76230-4912",
City of Alice,TX,2015-01-16T18:42:07.097045,2015-01-16T18:42:07.097057,False,tx-lobbying-interests,False,38998,"500 Main St Alice, TX 78332",
Citizens Against Landfill in Hempstead,TX,2015-01-16T18:42:07.040246,2015-01-16T18:42:07.040258,False,tx-lobbying-interests,False,38997,"PO Box 907 Hempstead, TX 77445",
Cintra US Services LLC,,2015-01-16T18:42:06.984036,2015-01-16T18:42:06.984048,False,tx-lobbying-interests,False,38995,,
"Cielo Wind Services, Inc.",TX,2015-01-16T18:42:06.944864,2015-01-16T18:42:06.944876,False,tx-lobbying-interests,False,38994,"823 Congress Avenue, Suite 500 Austin, TX 78701",
CHOOSE TO SUCCEED,TX,2015-01-16T18:42:06.911413,2015-01-16T18:42:06.911426,False,tx-lobbying-interests,False,38993,"700 North St. Mary's Street SUITE 880 SAN ANTONIO, TX 78205",
Choose to Succeed,TX,2015-01-16T18:42:06.875967,2015-01-16T18:42:06.875980,False,tx-lobbying-interests,False,38992,"One Riverwalk Place, 700 North St. Mary's St. Suite 880 San Antonio, TX 78205",
Choices in Learning,CA,2015-01-16T18:42:06.843978,2015-01-16T18:42:06.843990,False,tx-lobbying-interests,False,38991,"41307 12th Street West Suite 204 Palmdale, CA 93551",
Children's Health System of Texas,TX,2015-01-16T18:42:06.802741,2015-01-16T18:42:06.802753,False,tx-lobbying-interests,False,38990,"1935 Medical District Drive Dallas, TX 75253",
Chicago Bridge & Iron Company N.V. (CB&I),TX,2015-01-16T18:42:06.736417,2015-01-16T18:42:06.736429,False,tx-lobbying-interests,False,38988,"One CB&I Plaza 2013 Research Forest Drive The Woodlands, TX 77380",
CHC Harris Three Share Program,TX,2015-01-16T18:42:06.663165,2015-01-16T18:42:06.663172,False,tx-lobbying-interests,False,38986,"2636  South Loop West Ste 700 Houston, TX 77054",
CGI Technologies & Solutions Inc.,VA,2015-01-16T18:42:06.636034,2015-01-16T18:42:06.636046,False,tx-lobbying-interests,False,38985,"11325 Random Hills Road Fairfax, VA 22030",
"Cessna Aircraft Company, Inc.",KS,2015-01-16T18:42:06.596836,2015-01-16T18:42:06.596848,False,tx-lobbying-interests,False,38984,"One Cessna Boulevard Wichita, KS 67209",
Centurion American Development Group,TX,2015-01-16T18:42:06.551632,2015-01-16T18:42:06.551642,False,tx-lobbying-interests,False,38983,"1800 Valley View Lane #300 Farmers Branch, TX 75234",
Central Texas Water Coalition,TX,2015-01-16T18:42:06.518041,2015-01-16T18:42:06.518053,False,tx-lobbying-interests,False,38982,"PO Box 328 Spicewood, TX 78669",
"Center Operating Company, L.P.",TX,2015-01-16T18:42:06.466110,2015-01-16T18:42:06.466122,False,tx-lobbying-interests,False,38981,"American Airlines Center 2500 Victory Avenue Dallas, TX 75219",
"Center for Equity and Adequacy in Public School Finance, Inc.",TX,2015-01-16T18:42:06.431951,2015-01-16T18:42:06.431962,False,tx-lobbying-interests,False,38980,"400 W. 15th St., Suite 300 Austin, TX 78701",
"Center for Equity & Adequacy in Public School Finance, Inc. (Equity Center)",TX,2015-01-16T18:42:06.396351,2015-01-16T18:42:06.396363,False,tx-lobbying-interests,False,38979,"400 W. 15th Street Ste. 300 Austin, TX 78701",
celltex therapeutics,TX,2015-01-16T18:42:06.359044,2015-01-16T18:42:06.359056,False,tx-lobbying-interests,False,38978,"2401 fountainview drive unit416 houston, TX",
CA Technologies,NY,2015-01-16T18:42:06.324003,2015-01-16T18:42:06.324016,False,tx-lobbying-interests,False,38977,"One CA Plaza Islandia, NY 11749",
Cascades Municipal Utility District No. 1,TX,2015-01-16T18:42:06.285653,2015-01-16T18:42:06.285664,False,tx-lobbying-interests,False,38976,"c/o Armbrust & Brown, PLLC 100 Congress Ave., Ste. 1300 Austin, TX 78701",
Carolina Liquid Chemestries Corp.,NC,2015-01-16T18:42:06.251480,2015-01-16T18:42:06.251491,False,tx-lobbying-interests,False,38975,"Wake Forest Biotech Place 575 North Patterson Avenue, Suite 430 Winston-Salem, NC 27101",
Capt. Rick Casas for the State Harbor Pilots,TX,2015-01-16T18:42:06.215632,2015-01-16T18:42:06.215644,False,tx-lobbying-interests,False,38974,"P.O. Box 2767 Corpus Christi, TX 78403",
"Capitol Jones, LLC",TX,2015-01-16T18:42:06.180493,2015-01-16T18:42:06.180505,False,tx-lobbying-interests,False,38973,"6306 Highland Hills Drive Austin, TX 78731",
Caliber Biotherapeutics LLC,TX,2015-01-16T18:42:06.146354,2015-01-16T18:42:06.146366,False,tx-lobbying-interests,False,38972,"8800 HSC Parkway Bryan, TX 77807",
business develoment mcorporation of vernon,TX,2015-01-16T18:42:06.105977,2015-01-16T18:42:06.105989,False,tx-lobbying-interests,False,38971,"1724 pease street vernon, TX 76385-2037",
Burnet County Emergency Services District No. 8,TX,2015-01-16T18:42:06.064340,2015-01-16T18:42:06.064352,False,tx-lobbying-interests,False,38970,"2705 Bee Cave Rd., Suite 200 Austin, TX 78746",
Brownwood Chamber of Commerce Legislative Committee,TX,2015-01-16T18:42:06.021570,2015-01-16T18:42:06.021581,False,tx-lobbying-interests,False,38969,"600 A East Depot Brownwood, TX",
Brown Pruitt Wambsganss Ferrill & Dean PC,TX,2015-01-16T18:42:05.989328,2015-01-16T18:42:05.989339,False,tx-lobbying-interests,False,38968,"600 N. Carroll Ave., Suite 100 Southlake, TX 76092",
"Brown dba, The Browns Consulting, J.E. Buster",TX,2015-01-16T18:42:05.943622,2015-01-16T18:42:05.943634,False,tx-lobbying-interests,False,38967,"P.O. Box 426 Austin, TX 78767",
Brookshire Grocery Company,TX,2015-01-16T18:42:05.903556,2015-01-16T18:42:05.903569,False,tx-lobbying-interests,False,38966,"P.O. Box 1411 Tyler, TX 75710-1411",
BrightBytes,CA,2015-01-16T18:42:05.864611,2015-01-16T18:42:05.864624,False,tx-lobbying-interests,False,38965,"490 2nd Street, Suite 302 San Francisco, CA 94107",
"Braun & Gresham, PLLC",TX,2015-01-16T18:42:05.825514,2015-01-16T18:42:05.825526,False,tx-lobbying-interests,False,38964,"PO Box 1148 Dripping Springs, TX 78620",
"Bounce Energy, Inc.",TX,2015-01-16T18:42:05.791734,2015-01-16T18:42:05.791746,False,tx-lobbying-interests,False,38963,"919 Congress, Suite 1300 Austin, TX 78701",
"Bitgood, Michael Joseph",TX,2015-01-16T18:42:05.764714,2015-01-16T18:42:05.764721,False,tx-lobbying-interests,False,38962,"310 Morton Street Suite 646 Richmond, TX 77406-2195",
"BEPCO, LP",TX,2015-01-16T18:42:05.723691,2015-01-16T18:42:05.723702,False,tx-lobbying-interests,False,38961,"201 Main Street Suite 2300 Fort Worth, TX 76102",
Benjamin Dental Group,NY,2015-01-16T18:42:05.685287,2015-01-16T18:42:05.685299,False,tx-lobbying-interests,False,38960,"PO Box 27 Sydney, NY 13838",
Benevis,GA,2015-01-16T18:42:05.645410,2015-01-16T18:42:05.645422,False,tx-lobbying-interests,False,38959,"1090 Northchase Pkwy SE Suite 150 Marietta, GA 30067-6407",
Bell County Municipal Utility District No. 2,TX,2015-01-16T18:42:05.604446,2015-01-16T18:42:05.604458,False,tx-lobbying-interests,False,38958,"c/o Armbrust & Brown, PLLC 100 Congress Ave., Ste. 1300 Austin, TX 78701",
Beechcraft Corporation,KS,2015-01-16T18:42:05.565327,2015-01-16T18:42:05.565339,False,tx-lobbying-interests,False,38957,"10511 East Central Avenue Wichita, KS 67206",
Beacon Health Options,MA,2015-01-16T18:42:05.531474,2015-01-16T18:42:05.531487,False,tx-lobbying-interests,False,38956,"200 State St. Boston, MA 02109",
"Basa Resources, Inc.",TX,2015-01-16T18:42:05.496511,2015-01-16T18:42:05.496523,False,tx-lobbying-interests,False,38955,"14875 Landmark Blvd. Floor 4 Dallas, TX 75254",
Baker & Hostetler,TX,2015-01-16T18:42:05.457370,2015-01-16T18:42:05.457382,False,tx-lobbying-interests,False,38954,"811 Main St. Suite 1100 Houston, TX 77002",
BAE Systems Inc.,NC,2015-01-16T18:42:05.423483,2015-01-16T18:42:05.423495,False,tx-lobbying-interests,False,38953,"11215 Rushmore Dr. Charlotte, NC 28277",
A. W. Brown-Fellowship Leadership Academy,TX,2015-01-16T18:42:05.387253,2015-01-16T18:42:05.387267,False,tx-lobbying-interests,False,38952,"5701 Red Bird Center Drive Dallas, TX 75237",
"Avion Pharmaceuticals, LLC",GA,2015-01-16T18:42:05.351643,2015-01-16T18:42:05.351650,False,tx-lobbying-interests,False,38951,"8505 Dunwoody Place Atlanta, GA 30350",
Austin ISD,TX,2015-01-16T18:42:05.315034,2015-01-16T18:42:05.315046,False,tx-lobbying-interests,False,38950,"1111 W 6th Street Austin, TX 78703",
Austin Advocacy LLC,TX,2015-01-16T18:42:05.244974,2015-01-16T18:42:05.244986,False,tx-lobbying-interests,False,38948,"58 Saint Stephens School Road Austin, TX 78746",
Atmos City Steering Committee,TX,2015-01-16T18:42:05.166657,2015-01-16T18:42:05.166668,False,tx-lobbying-interests,False,38946,"816 Congress Ste 1900 Austin, TX 78701",
Association of Dental Support Organizations,CO,2015-01-16T18:42:05.101215,2015-01-16T18:42:05.101226,False,tx-lobbying-interests,False,38944,"19751 East Mainstreet Suite #340 Parker, CO 80138",
"Apex Clean Energy, Inc.",VA,2015-01-16T18:42:05.062914,2015-01-16T18:42:05.062925,False,tx-lobbying-interests,False,38943,"310 4th Street NE,Suite 200 Charlottesville, VA 22902",
"Anthem, Inc. and Its Affiliates including Amerigroup Texas, Inc.",TX,2015-01-16T18:42:05.027611,2015-01-16T18:42:05.027623,False,tx-lobbying-interests,False,38942,"823 Congress Avenue Ste 400 Austin, TX 78701",
"Anthem, Inc. and its Affiliates including Amerigroup Texas, Inc.",TX,2015-01-16T18:42:04.988876,2015-01-16T18:42:04.988888,False,tx-lobbying-interests,False,38941,"823 Congress Ste 400 Austin, TX 78701",
"Anthem, Inc. and its Affiliates including  Amerigroup Texas, Inc.",IN,2015-01-16T18:42:04.943639,2015-01-16T18:42:04.943651,False,tx-lobbying-interests,False,38940,"120 Monument Circle Indianapolis, IN 46204",
Angelina & Neches River Authority,TX,2015-01-16T18:42:04.908390,2015-01-16T18:42:04.908402,False,tx-lobbying-interests,False,38939,"210 Lufkin Avenue Lufkin, TX 75902",
Andrews Kurth LLP,TX,2015-01-16T18:42:04.869347,2015-01-16T18:42:04.869359,False,tx-lobbying-interests,False,38938,"600 Travis Street Suite 4200 Houston, TX 77002",
American Vintage Brands,IL,2015-01-16T18:42:04.827963,2015-01-16T18:42:04.827975,False,tx-lobbying-interests,False,38937,"328 S. Jefferson, Ste 1050 Chicago, IL 60661",
American Structurepoint Inc.,IN,2015-01-16T18:42:04.787211,2015-01-16T18:42:04.787224,False,tx-lobbying-interests,False,38936,"7260 Shadeland Station Indianapolis, IN 46256",
American Renal Associates LLC,MA,2015-01-16T18:42:04.749832,2015-01-16T18:42:04.749844,False,tx-lobbying-interests,False,38935,"500 Cummings Center, Suite 6550 Beverly, MA 01915",
"American Pharmacies, Inc.",TX,2015-01-16T18:42:04.715250,2015-01-16T18:42:04.715262,False,tx-lobbying-interests,False,38934,"802 N. Carancahua #1830 Corpus Christi, TX 78401",
"American Natural Gas Alliance, Inc.",DC,2015-01-16T18:42:04.679745,2015-01-16T18:42:04.679757,False,tx-lobbying-interests,False,38933,"701 Eighth Street NW, Suite 800 Washington, DC 20001",
American Dental Support Organization,CO,2015-01-16T18:42:04.641451,2015-01-16T18:42:04.641463,False,tx-lobbying-interests,False,38932,"19751 E. Mainstreet, Ste. 340 Parker, CO 80138",
American Coatings Association,DC,2015-01-16T18:42:04.611351,2015-01-16T18:42:04.611358,False,tx-lobbying-interests,False,38931,"1500 Rhode Island Avenue NW Washington, DC 20005",
Alternative Medicine & Pharmacy d/b/a OmniPlus Pharmacy,TX,2015-01-16T18:42:04.584176,2015-01-16T18:42:04.584188,False,tx-lobbying-interests,False,38930,"4916 Main Street, Suite 100 Houston, TX 77002",
"Al-Nasar, Ahmed",TX,2015-01-16T18:42:04.544735,2015-01-16T18:42:04.544748,False,tx-lobbying-interests,False,38929,"Dolph Briscoe Unit 1459 West Highway 85 Dilley, TX 78017",
"Ally Clinical Diagnostics, Inc.",TX,2015-01-16T18:42:04.499608,2015-01-16T18:42:04.499620,False,tx-lobbying-interests,False,38928,"2099 Valley View Lane Farmers Branch, TX 75234",
Allied Consultants Inc.,TX,2015-01-16T18:42:04.460381,2015-01-16T18:42:04.460387,False,tx-lobbying-interests,False,38927,"1304 West Ave. Austin, TX 78701",
Alliance of Independant Pharmacists of Texas,TX,2015-01-16T18:42:04.400696,2015-01-16T18:42:04.400708,False,tx-lobbying-interests,False,38926,"400 W 15th Street Suite 950 Austin, TX 78701",
"Alkermes, Inc.",MA,2015-01-16T18:42:04.355658,2015-01-16T18:42:04.355670,False,tx-lobbying-interests,False,38925,"852 Winter St. Waltham, MA 02451-1420",
Air Liquide Large Industries U.S. LP,TX,2015-01-16T18:42:04.283505,2015-01-16T18:42:04.283517,False,tx-lobbying-interests,False,38923,"2700 Post Oak Blvd Houston, TX 77056",
"Airco Mechanical, Ltd.",TX,2015-01-16T18:42:04.247883,2015-01-16T18:42:04.247895,False,tx-lobbying-interests,False,38922,"919 Congress, Suite 1300 Austin, TX 78701",
AFSCME Texas Corrections Council,TX,2015-01-16T18:42:04.211104,2015-01-16T18:42:04.211116,False,tx-lobbying-interests,False,38921,"1314 10th Street Suite 230 Huntsville, TX 77320",
"Affordable Care, Inc.",NC,2015-01-16T18:42:04.180285,2015-01-16T18:42:04.180297,False,tx-lobbying-interests,False,38920,"5430 Wade Park Blvd. Wade II, Suite 310 Raleigh, NC 27607",
Aetna-Schaller Anderson,AZ,2015-01-16T18:42:04.138037,2015-01-16T18:42:04.138043,False,tx-lobbying-interests,False,38919,"4645 E. Cotton Center Blvd, Bldg. 1 Suite 200 Phoenix, AZ 85040",
"Advocare International, LP",TX,2015-01-16T18:42:04.104731,2015-01-16T18:42:04.104743,False,tx-lobbying-interests,False,38918,"2801 Summit Avenue Plano, TX 75074",
"Achieve3000, Inc.",NJ,2015-01-16T18:42:04.066809,2015-01-16T18:42:04.066821,False,tx-lobbying-interests,False,38917,"1985 Cedar Bridge Avenue Suite 3 Lakewood, NJ 08701",
ACH Child and Family Services,TX,2015-01-16T18:42:04.031720,2015-01-16T18:42:04.031731,False,tx-lobbying-interests,False,38916,"3712 Wichita St. Ft. Worth, TX 76119",
Acciona Agua SAU,TX,2015-01-16T18:42:03.992744,2015-01-16T18:42:03.992756,False,tx-lobbying-interests,False,38915,"Avenida de Europa 22 P.E. La Moraleja Alcobendas (Madrid), TX 28108",
Accident & Injury Pain Certers Group,TX,2015-01-16T18:42:03.947797,2015-01-16T18:42:03.947808,False,tx-lobbying-interests,False,38914,"200 Wynnewood Village Dallas, TX 75224",
ABH Property Management LLC,TX,2015-01-16T18:42:03.902912,2015-01-16T18:42:03.902924,False,tx-lobbying-interests,False,38913,"12330 Nacogdoches San Antonio, TX 78217",
"Abengoa Water USA, LLC",TX,2015-01-16T18:42:03.856044,2015-01-16T18:42:03.856056,False,tx-lobbying-interests,False,38912,"2600 Via Fortuna, Ste 220 Austin, TX 78746",
AAA Auto Club Indemnity Company,TX,2015-01-16T18:42:03.813784,2015-01-16T18:42:03.813799,False,tx-lobbying-interests,False,38911,"6555 N St Highway 161 Irving, TX 75039-2402",
3 Creeks Ranch,TX,2015-01-16T18:42:03.770449,2015-01-16T18:42:03.770461,False,tx-lobbying-interests,False,38910,"494 Tres Arroyos Ranch Road Fredericksburg, TX",
21CT,TX,2015-01-16T18:42:03.519772,2015-01-16T18:42:03.519784,False,tx-lobbying-interests,False,38908,"6011 West Courtyard Drive Austin, TX 78730",
Wright's Scrap Metal Inc.,,2014-04-28T07:08:50.475755,2015-01-16T18:32:23.932154,False,tx-lobbying-interests,True,24154,"P.O. Box 5846Beaumont, TX 77726",
National Employee Benefit Companies Inc. (NEBCO),,2014-04-28T07:07:37.444922,2015-01-16T17:33:43.287702,False,tx-lobbying-interests,True,22581,"16 International WayWarwick, RI 02886",
"Allergan, Inc.",,2014-04-24T04:12:54.419796,2015-01-16T17:33:28.132275,False,tx-lobbying-interests,True,11802,"c/o 2350 Kerner Blvd., Ste. 250San Rafael, CA 94901-5596",
Victoria Independent School District,,2014-04-24T04:14:18.639265,2015-01-16T17:33:16.713761,False,tx-lobbying-interests,True,15814,"P.O. Box 1759Victoria, TX 77902",
CNA,,2014-04-28T07:06:24.392859,2015-01-16T17:33:13.398246,False,tx-lobbying-interests,True,20897,"CNA PlazaChicago, IL 60685",
Reed Elsevier Inc.,,2014-04-24T04:13:48.432954,2015-01-16T17:33:10.457865,False,tx-lobbying-interests,True,14455,"1150 18th Street NWSuite 600Washington, DC 20036",Reed Elsevier
"Pathfinder Pediatric Home Care, Inc.",,2014-04-24T04:13:44.248031,2015-01-16T17:32:59.417710,False,tx-lobbying-interests,True,14245,"318 Briar Rock Rd.The Woodlands, TX 77380",
Roosters MGC LLC,,2014-04-24T04:13:50.068070,2015-01-16T17:32:53.552186,False,tx-lobbying-interests,True,14536,"P.O. Box 341561Austin, TX 78734",
Environmental Defense Fund Incorporated,,2014-04-28T07:06:51.398595,2015-01-16T17:32:40.782132,False,tx-lobbying-interests,True,21496,"44 East Avenue Suite 304Austin, TX 78701",Environmental Defense Fund
MoneyGram International Inc.,,2014-04-28T07:07:33.600045,2015-01-16T17:32:28.023385,False,tx-lobbying-interests,True,22495,"2828 N. Harwood15th FloorDallas, TX 75201",
"Berry, Andrew",,2014-04-24T04:13:00.513773,2015-01-16T17:31:45.138881,False,tx-lobbying-interests,True,12112,"8888 Tallwood DriveAustin, TX",Andrew Berry
Signal Equities LLC,,2014-04-24T04:13:53.663704,2015-01-16T17:31:34.826415,False,tx-lobbying-interests,True,14696,"545 North Upper Broadway Street Suite 403Corpus Christi, TX 78476-1213","Signal Equities, LLC"
Texas Association of Homes and Services for the Aging,,2014-04-28T07:08:18.605770,2015-01-16T17:31:25.270371,False,tx-lobbying-interests,True,23529,"2205 Hancock DriveAustin, TX 78756",
"Driscoll Children's Health System, Inc.",,2014-04-24T04:13:15.712729,2015-01-16T17:31:15.174471,False,tx-lobbying-interests,True,12864,"3533 S. AlamendaCorpus Christi, TX 78411",Driscoll Children's Hospital
America's Natural GAs Alliance,,2014-04-24T04:12:55.216902,2015-01-16T17:30:47.553785,False,tx-lobbying-interests,True,11844,"Austin, TX 78701",America's Natural Gas Alliance
CHRISTUS Santa Rosa Health Care,,2014-04-28T07:06:23.193275,2015-01-16T17:30:38.680340,False,tx-lobbying-interests,True,20862,"333 N. Santa Rosa St.San Antonio, TX 78207",CHRISTUS Santa Rosa Health System
"James Hardie Building Materials, INC",,2014-04-24T04:13:30.105691,2015-01-16T17:30:17.690508,False,tx-lobbying-interests,True,13578,"26300 La Alameda, Suite 400Mission Viejo, CA 92691",
The Garland Company Inc.,,2014-04-28T07:08:33.822835,2015-01-16T17:30:08.623892,False,tx-lobbying-interests,True,23802,"3800 East 91st StreetCleveland, OH 44105","The Garland Company, Inc."
"Tenenbown, Richard",,2014-04-24T04:13:59.354863,2015-01-16T17:27:47.347075,False,tx-lobbying-interests,True,14944,"1980 Post Oak BlvdSuite 1800Houston, TX 77056",
Capitol Aggregates,,2014-04-28T07:06:25.876055,2015-01-16T17:27:39.666452,False,tx-lobbying-interests,True,20929,"11551 Nacogdoches RoadP.O. BoxAustin, TX 78701-3240",
"Brazos Electric Cooperative, Inc.",,2014-04-24T04:13:01.816326,2015-01-16T17:27:36.544956,False,tx-lobbying-interests,True,12175,"2404 La Salle Ave.Waco, TX 76706","Brazos Electric Power Cooperatives, Inc."
First American Corporation,,2014-04-28T07:06:54.162137,2015-01-16T17:27:11.498048,False,tx-lobbying-interests,True,21559,"1 First American WaySanta Ana, CA 92707",
Discovery Healthcare Consulting Group,,2014-04-28T07:06:45.438496,2015-01-16T17:27:07.091373,False,tx-lobbying-interests,True,21356,"2950 50th StreetLubbock, TX 79413",
The Mueller Foundation,,2014-04-28T07:08:34.711494,2015-01-16T17:26:58.921095,False,tx-lobbying-interests,True,23822,"c/o Austin Community Foundation4315 Guadalupe StreetAustin, TX 78751",
White,,2014-04-24T04:14:21.235299,2014-09-28T02:56:47.563666,False,tx-lobbying-interests,True,15923,"1464  E. Whitestone BlvdCedar Park, TX 78613","White, David"
Energy Renewal Partners LLC,,2014-04-28T07:06:50.409230,2014-09-26T23:10:30.904719,False,tx-lobbying-interests,True,21472,"2705 Bee Caves Road Suite 340Austin, TX 78746",
E.ON Climate and Renewables North America Inc.,,2014-04-28T07:06:46.808394,2014-09-26T23:10:11.427177,False,tx-lobbying-interests,True,21390,"812 San Antonio St.Austin, TX 78701",E.ON Climate & Renewables
E.ON Climate and Renewables,,2014-04-24T04:13:15.970270,2014-09-26T23:09:55.434775,False,tx-lobbying-interests,True,12876,"353 N. Clark Street, 30th FloorChicago, IL 60654",E.ON Climate & Renewables
E.ON Cliimate & Renewables,,2014-04-28T07:06:46.715006,2014-09-26T23:09:41.577552,False,tx-lobbying-interests,True,21388,"401 N. Michigan AvenueSuite 1720Chicago, IL 60611",E.ON Climate & Renewables
"E.ON Climate & Renewables NA, Inc.",,2014-04-24T04:13:15.948874,2014-09-26T23:09:29.615669,False,tx-lobbying-interests,True,12875,"701 Brazos StreetSuite 1400Austin, TX 78701",E.ON Climate & Renewables
E.ON Climate & Renewables NA Inc.,,2014-04-28T07:06:46.755423,2014-09-26T23:09:15.548447,False,tx-lobbying-interests,True,21389,"812 San Antonio StreetSuite 201Austin, TX 78701",E.ON Climate & Renewables
EON Climate & Renewables NA Inc.,,2014-04-28T07:06:47.325160,2014-09-26T23:09:04.056607,False,tx-lobbying-interests,True,21403,"812 San Antonio StreetSuite 201Austin, TX 78701",E.ON Climate & Renewables
Real-Edwards Conservation and Reclamation District,,2014-04-28T07:07:54.298004,2014-09-26T23:08:11.076359,False,tx-lobbying-interests,True,22972,"PO Box 350Barksdale, TX 78828",
"Primarily Primates, Incorporated",,2014-04-24T04:13:46.145419,2014-09-26T23:08:00.383580,False,tx-lobbying-interests,True,14357,"26099 Dull Knife TrailSan Antonio, TX 78255",
Galveston County Beach Erosion Task Force,,2014-04-28T07:06:58.941704,2014-09-26T23:07:42.333561,False,tx-lobbying-interests,True,21675,"PO Box 779Galveston, TX 77553",
Matador Cattle Company,,2014-04-28T07:07:29.156547,2014-09-26T23:07:36.877778,False,tx-lobbying-interests,True,22393,"P.O. Box 839Matador, TX 79244",
"Innovative Healthcare Systems, Inc.",,2014-04-24T04:13:28.962014,2014-09-26T23:07:29.855601,False,tx-lobbying-interests,True,13522,"416 W. 5th Street, Bldg No. 300Edmond, OK 73013",
"Gaming Laboratories International, LLC",,2014-04-24T04:13:21.683754,2014-09-26T23:07:25.461566,False,tx-lobbying-interests,True,13163,"600 Airport RoadLakewood, NJ 08701",
Global Tel*Link Corporation,,2014-04-28T07:07:01.328760,2014-09-26T23:07:01.152399,False,tx-lobbying-interests,True,21730,"12021 Sunset Hill Rd Ste 100Reston, VA 20190",
Dynavest Joint Venture,,2014-04-28T07:06:46.536610,2014-09-26T23:06:39.783212,False,tx-lobbying-interests,True,21383,"5605 Bent Tree DriveDallas, TX 75248",
Scratch Golf LLC,,2014-04-28T07:08:02.554672,2014-09-26T23:06:34.000097,False,tx-lobbying-interests,True,23168,"5301 Country Club DriveCibolo, TX 78701",
City of Taylor Lake Village,,2014-04-28T07:06:34.408440,2014-09-26T23:06:28.068595,False,tx-lobbying-interests,True,21116,"500 Kirby BoulevardTaylor Lake Village, TX 77586",
VisionQuest,,2014-04-24T04:14:18.978242,2014-09-26T23:06:20.790861,False,tx-lobbying-interests,True,15831,"P. O. Box 12906600 N. Swan RoadTucson, AZ 85732",
Cottonwood Energy Company LP,,2014-04-28T07:06:39.694560,2014-09-26T23:06:16.681264,False,tx-lobbying-interests,True,21240,"35 Corporate Drive 4th FloorBurlington, MA 01803",
"DirecTV, Inc.",,2014-04-24T04:13:15.131374,2014-09-26T23:06:08.182896,False,tx-lobbying-interests,True,12837,"90 State Street, Suite 700Albany, NY 12207",DIRECTV
Careington International Corporation,,2014-04-24T04:13:04.703378,2014-09-26T23:05:58.385399,False,tx-lobbying-interests,True,12316,"7400 Gaylord ParkwayFrisco, TX 75034",
Texas Baptist Children's Home,,2014-04-24T04:14:02.906072,2014-09-26T23:05:47.342006,False,tx-lobbying-interests,True,15111,"1101 North MaysRound  Rock, TX 78664",
E.ON Climate & Renewables,,2014-04-24T04:13:15.927103,2014-09-25T20:57:30.052841,False,tx-lobbying-interests,True,12874,"353 North Clark StreetFloor 30Chicago, IL 60654",
Lee M. Bass Inc.,,2014-04-24T04:13:33.222915,2014-09-25T20:57:00.454688,False,tx-lobbying-interests,True,13718,"201 Main StreetSuite 2500Fort Worth, TX 76102-3194","Lee M. Bass, Inc."
Texans for a Sound Energy Policy,,2014-04-28T07:08:15.578382,2014-09-25T20:56:55.065871,False,tx-lobbying-interests,True,23474,"One O'Connor PlazaSuite 1100Victoria, TX 77901",
"GEO Care, LLC",,2014-04-24T04:13:21.260298,2014-09-25T20:55:44.484796,False,tx-lobbying-interests,True,13143,"621 NW 53rd Street, Suite 700Baco Raton, FL 33487",
Santos Alliances,,2014-04-24T04:13:51.688938,2014-09-25T20:55:10.754798,False,tx-lobbying-interests,True,14611,"1001 Congress Avenue, Suite 100Austin, TX 78701",
Cash America Internationa Inc.,,2014-04-28T07:06:27.152289,2014-09-25T20:55:03.844813,False,tx-lobbying-interests,True,20957,"1600 W. 7th St.Fort Worth, TX 76102",Cash America
Denison Development and Construction,,2014-04-24T04:13:14.543943,2014-09-25T20:54:52.402142,False,tx-lobbying-interests,True,12811,"3701 North Lamar Ste 206Austin, TX 78705",
League City Economic Development Corporation,,2014-04-28T07:07:23.029002,2014-09-25T20:54:45.294129,False,tx-lobbying-interests,True,22250,"c/o City of League City300 West WalkerLeague City, TX 77573",
Southwest Pipe Trades Association,,2014-04-24T04:13:54.968057,2014-09-25T20:54:38.444364,False,tx-lobbying-interests,True,14751,"3630 Belgium LaneSan Antonio, TX 78219",
Citizens Commission on Human Rights,,2014-04-28T07:06:30.871417,2014-09-25T20:54:20.598869,False,tx-lobbying-interests,True,21041,"403 E. Ben White Blvd.Austin, TX 78704",
CT General Life Insurance Co (CIGNA),,2014-04-28T07:06:24.876589,2014-09-25T20:54:10.936780,False,tx-lobbying-interests,True,20908,"2101 Sea Eagle ViewAustin, TX 78738",
Babbage Net School BTTX LP,,2014-04-28T07:06:15.291803,2014-09-25T20:54:03.556233,False,tx-lobbying-interests,True,20658,"1600 Highway 6, Suite 260Sugar Land, TX 77478",
"JPMorgan Chase Bank, NA",,2014-04-24T04:13:29.953758,2014-09-25T20:53:55.422784,False,tx-lobbying-interests,True,13571,"10 S. Dearborn, Floor 06Mailcode IL1-0520Chicago, IL 60603",JPMorgan Chase
Southwest Auto Tow,,2014-04-28T07:08:07.271959,2014-09-25T20:53:45.616895,False,tx-lobbying-interests,True,23268,"PO Box 29304Dallas, TX 75229",
"Bell Helicopter Textron, Inc.",,2014-04-24T04:13:00.353245,2014-09-25T20:53:41.163031,False,tx-lobbying-interests,True,12104,"P.O. Box 482Fort Worth, TX 76101",
